2941,1446,1439,352,141,
1182,2338,988,2762,988,
1328,2248,428,428,857,
2138,1908,3684,3684,2514,
2140,3832,1191,495,2476,
1647,1367,3499,1407,3151,
1233,3633,3725,2613,2913,
3190,443,1359,1359,443,
3580,2809,1594,2918,2918,
740,102,1376,1513,2802,
2749,3894,595,201,201,
3179,4043,4043,989,989,
2430,1798,2802,2462,1376,
1512,2634,1295,707,1082,
1997,3762,3550,2767,1237,
3935,711,157,2744,2369,
1956,2525,2296,2338,2296,
2130,2548,1938,2474,3780,
832,598,1041,3894,2168,
533,3714,2276,250,2981,
1999,2749,1113,2783,595,
2277,3778,1208,1451,585,
2906,1981,3103,3168,383,
2819,3499,3594,2513,3560,
1685,3409,1571,3260,3685,
413,55,1983,668,668,
395,1456,223,4024,4024,
1589,3593,2756,561,2542,
458,3597,2455,2697,3930,
533,3387,192,1944,312,
364,4137,1606,4137,1708,
284,772,1100,772,3919,
94,2626,278,956,96,
3671,2281,3095,878,971,
348,3872,1901,1596,2448,
1160,2013,3134,2301,486,
1327,1679,497,4117,2432,
3769,2303,2405,3778,585,
1531,2753,3074,1994,1318,
1958,2588,101,344,101,
2659,2243,1147,2394,2394,
2290,2707,1030,707,823,
1099,2961,3875,3922,184,
161,1328,1328,2964,1905,
497,2259,2656,2259,4053,
1160,572,2446,590,444,
3725,1134,3601,3601,3511,
2429,996,2254,2247,2906,
